CONF,DATE,LAT,LONG,TEMP,geometry,state,Month
69,2018-08-14,48.982,-118.061,306.8,POINT (-118.061 48.9820000009339),3.0,8
91,2018-08-14,48.982,-118.056,342.9,POINT (-118.056 48.9820000009339),3.0,8
46,2018-08-21,48.981,-118.091,320.3,POINT (-118.091 48.9810000009339),3.0,8
60,2018-08-22,48.981,-118.086,309.0,POINT (-118.086 48.9810000009339),3.0,8
90,2018-08-21,48.981,-118.079,339.0,POINT (-118.079 48.9810000009339),3.0,8
18,2018-08-14,48.981,-118.042,324.9,POINT (-118.042 48.9810000009339),3.0,8
100,2018-08-12,48.981,-118.031,346.1,POINT (-118.031 48.9810000009339),3.0,8
72,2018-08-22,48.98,-118.086,309.0,POINT (-118.086 48.9800000009339),3.0,8
87,2018-08-14,48.98,-118.055,336.6,POINT (-118.055 48.9800000009339),3.0,8
100,2018-08-12,48.98,-118.051,321.2,POINT (-118.051 48.9800000009339),3.0,8
37,2018-08-16,48.98,-118.047,301.0,POINT (-118.047 48.9800000009339),3.0,8
36,2018-08-12,48.98,-118.024,304.3,POINT (-118.024 48.9800000009339),3.0,8
44,2018-08-21,48.979,-118.093,324.9,POINT (-118.093 48.9790000009339),3.0,8
100,2018-08-21,48.979,-118.077,364.0,POINT (-118.077 48.9790000009339),3.0,8
49,2018-08-31,48.979,-118.077,302.5,POINT (-118.077 48.9790000009339),3.0,8
87,2018-08-17,48.979,-118.062,332.8,POINT (-118.062 48.9790000009339),3.0,8
100,2018-08-12,48.979,-118.046,384.4,POINT (-118.046 48.9790000009339),3.0,8
100,2018-08-12,48.979,-118.03,328.8,POINT (-118.03 48.9790000009339),3.0,8
100,2018-08-17,48.979,-118.024,335.1,POINT (-118.024 48.9790000009339),3.0,8
42,2018-08-23,48.978,-118.081,316.1,POINT (-118.081 48.9780000009339),3.0,8
43,2018-08-23,48.978,-118.081,316.2,POINT (-118.081 48.9780000009339),3.0,8
84,2018-08-22,48.978,-118.073,314.2,POINT (-118.073 48.9780000009339),3.0,8
89,2018-08-22,48.978,-118.072,314.2,POINT (-118.072 48.9780000009339),3.0,8
100,2018-08-21,48.978,-118.069,323.5,POINT (-118.069 48.9780000009339),3.0,8
91,2018-08-19,48.978,-118.055,315.9,POINT (-118.055 48.9780000009339),3.0,8
100,2018-08-12,48.978,-118.046,325.8,POINT (-118.046 48.9780000009339),3.0,8
100,2018-08-12,48.978,-118.039,404.8,POINT (-118.039 48.9780000009339),3.0,8
91,2018-08-31,48.977,-118.092,315.4,POINT (-118.092 48.9770000009339),3.0,8
35,2018-08-31,48.977,-118.086,300.9,POINT (-118.086 48.9770000009339),3.0,8
91,2018-08-20,48.977,-118.074,315.3,POINT (-118.074 48.9770000009339),3.0,8
71,2018-08-21,48.977,-118.063,339.0,POINT (-118.063 48.9770000009339),3.0,8
52,2018-08-15,48.977,-118.053,309.4,POINT (-118.053 48.9770000009339),3.0,8
89,2018-08-17,48.977,-118.038,319.2,POINT (-118.038 48.9770000009339),3.0,8
100,2018-08-12,48.977,-118.025,327.3,POINT (-118.025 48.9770000009339),3.0,8
91,2018-08-19,48.976,-118.071,315.4,POINT (-118.071 48.9760000009339),3.0,8
99,2018-08-20,48.976,-118.062,319.4,POINT (-118.062 48.9760000009339),3.0,8
85,2018-08-16,48.976,-118.062,331.3,POINT (-118.062 48.9760000009339),3.0,8
100,2018-08-12,48.976,-118.061,329.0,POINT (-118.061 48.9760000009339),3.0,8
62,2018-08-22,48.976,-118.059,315.4,POINT (-118.059 48.9760000009339),3.0,8
64,2018-08-22,48.976,-118.059,315.4,POINT (-118.059 48.9760000009339),3.0,8
27,2018-08-22,48.975,-118.081,314.2,POINT (-118.081 48.975000000934),3.0,8
29,2018-08-22,48.975,-118.081,314.2,POINT (-118.081 48.975000000934),3.0,8
100,2018-08-12,48.975,-118.054,355.6,POINT (-118.054 48.975000000934),3.0,8
83,2018-08-17,48.975,-118.051,318.9,POINT (-118.051 48.975000000934),3.0,8
19,2018-08-24,48.975,-118.007,306.9,POINT (-118.007 48.975000000934),3.0,8
28,2018-08-24,48.975,-118.006,306.9,POINT (-118.006 48.975000000934),3.0,8
42,2018-08-13,48.975,-118.064,306.1,POINT (-118.064 48.9750000009339),3.0,8
100,2018-08-21,48.974,-118.088,331.9,POINT (-118.088 48.974000000934),3.0,8
94,2018-08-19,48.974,-118.068,344.7,POINT (-118.068 48.974000000934),3.0,8
20,2018-08-20,48.974,-118.051,307.9,POINT (-118.051 48.974000000934),3.0,8
52,2018-08-16,48.974,-118.043,316.6,POINT (-118.043 48.974000000934),3.0,8
80,2018-08-20,48.973,-118.082,322.3,POINT (-118.082 48.973000000934),3.0,8
100,2018-08-17,48.973,-118.065,324.8,POINT (-118.065 48.973000000934),3.0,8
28,2018-08-21,48.973,-118.014,309.6,POINT (-118.014 48.973000000934),3.0,8
28,2018-08-24,48.973,-118.004,301.4,POINT (-118.004 48.973000000934),3.0,8
82,2018-08-22,48.972,-118.077,328.6,POINT (-118.077 48.972000000934),3.0,8
82,2018-08-21,48.972,-118.075,338.3,POINT (-118.075 48.972000000934),3.0,8
75,2018-08-23,48.971,-118.067,308.6,POINT (-118.067 48.971000000934),3.0,8
62,2018-08-23,48.971,-118.066,308.6,POINT (-118.066 48.971000000934),3.0,8
45,2018-08-16,48.971,-118.064,325.0,POINT (-118.064 48.971000000934),3.0,8
89,2018-08-19,48.971,-118.061,335.9,POINT (-118.061 48.971000000934),3.0,8
85,2018-08-19,48.971,-118.054,327.4,POINT (-118.054 48.971000000934),3.0,8
65,2018-08-14,48.971,-118.051,331.5,POINT (-118.051 48.971000000934),3.0,8
62,2018-08-23,48.971,-118.03,308.6,POINT (-118.03 48.971000000934),3.0,8
80,2018-08-24,48.971,-118.019,312.9,POINT (-118.019 48.971000000934),3.0,8
86,2018-08-24,48.971,-118.019,312.9,POINT (-118.019 48.971000000934),3.0,8
26,2018-08-23,48.97,-118.074,306.8,POINT (-118.074 48.970000000934),3.0,8
63,2018-08-23,48.97,-118.07,308.9,POINT (-118.07 48.970000000934),3.0,8
76,2018-08-23,48.97,-118.069,308.9,POINT (-118.069 48.970000000934),3.0,8
65,2018-08-20,48.97,-118.046,307.2,POINT (-118.046 48.970000000934),3.0,8
63,2018-08-23,48.97,-118.034,308.9,POINT (-118.034 48.970000000934),3.0,8
82,2018-08-19,48.969,-118.074,324.2,POINT (-118.074 48.969000000934),3.0,8
82,2018-08-22,48.968,-118.061,328.6,POINT (-118.061 48.968000000934),3.0,8
100,2018-08-12,48.968,-118.035,413.0,POINT (-118.035 48.968000000934),3.0,8
80,2018-08-20,48.967,-118.074,322.5,POINT (-118.074 48.967000000934),3.0,8
100,2018-08-12,48.967,-118.031,326.0,POINT (-118.031 48.967000000934),3.0,8
80,2018-08-23,48.967,-118.028,330.8,POINT (-118.028 48.967000000934),3.0,8
76,2018-08-23,48.967,-118.028,330.7,POINT (-118.028 48.967000000934),3.0,8
45,2018-08-19,48.967,-118.026,308.0,POINT (-118.026 48.967000000934),3.0,8
96,2018-08-23,48.966,-118.075,328.6,POINT (-118.075 48.966000000934),3.0,8
95,2018-08-23,48.966,-118.074,328.3,POINT (-118.074 48.966000000934),3.0,8
62,2018-08-20,48.966,-118.053,314.8,POINT (-118.053 48.966000000934),3.0,8
89,2018-08-22,48.966,-118.053,339.3,POINT (-118.053 48.966000000934),3.0,8
100,2018-08-12,48.965,-118.051,342.5,POINT (-118.051 48.965000000934),3.0,8
26,2018-08-23,48.965,-118.024,311.0,POINT (-118.024 48.965000000934),3.0,8
42,2018-08-23,48.965,-118.023,311.0,POINT (-118.023 48.965000000934),3.0,8
28,2018-08-16,48.964,-118.045,313.8,POINT (-118.045 48.964000000934),3.0,8
34,2018-08-14,48.964,-118.032,322.5,POINT (-118.032 48.964000000934),3.0,8
98,2018-08-22,48.963,-118.035,319.3,POINT (-118.035 48.963000000934),3.0,8
24,2018-08-23,48.963,-118.007,306.7,POINT (-118.007 48.963000000934),3.0,8
48,2018-08-13,48.962,-118.062,306.2,POINT (-118.062 48.962000000934),3.0,8
98,2018-08-22,48.962,-118.035,319.3,POINT (-118.035 48.962000000934),3.0,8
90,2018-08-22,48.962,-118.034,339.5,POINT (-118.034 48.962000000934),3.0,8
29,2018-08-23,48.962,-118.011,310.7,POINT (-118.011 48.962000000934),3.0,8
25,2018-08-23,48.962,-118.011,310.7,POINT (-118.011 48.962000000934),3.0,8
91,2018-08-14,48.961,-118.048,340.4,POINT (-118.048 48.961000000934),3.0,8
57,2018-08-14,48.961,-118.047,303.7,POINT (-118.047 48.961000000934),3.0,8
87,2018-08-14,48.961,-118.042,334.0,POINT (-118.042 48.961000000934),3.0,8
80,2018-08-23,48.961,-118.006,320.7,POINT (-118.006 48.961000000934),3.0,8
99,2018-08-22,48.96,-118.024,359.9,POINT (-118.024 48.960000000934),3.0,8
41,2018-08-22,48.96,-118.023,308.1,POINT (-118.023 48.960000000934),3.0,8
52,2018-08-22,48.96,-118.023,308.1,POINT (-118.023 48.960000000934),3.0,8
89,2018-08-22,48.96,-118.021,315.9,POINT (-118.021 48.960000000934),3.0,8
92,2018-08-22,48.96,-118.02,315.9,POINT (-118.02 48.960000000934),3.0,8
73,2018-08-23,48.96,-118.006,320.7,POINT (-118.006 48.960000000934),3.0,8
85,2018-08-21,48.959,-118.039,331.8,POINT (-118.039 48.959000000934),3.0,8
100,2018-08-22,48.958,-118.041,326.4,POINT (-118.041 48.958000000934),3.0,8
100,2018-08-22,48.958,-118.041,326.3,POINT (-118.041 48.958000000934),3.0,8
29,2018-08-22,48.957,-121.459,300.5,POINT (-121.459 48.957000000934),3.0,8
20,2018-08-17,48.957,-118.045,303.1,POINT (-118.045 48.957000000934),3.0,8
100,2018-08-23,48.957,-118.035,322.3,POINT (-118.035 48.957000000934),3.0,8
48,2018-08-19,48.957,-118.028,310.9,POINT (-118.028 48.957000000934),3.0,8
75,2018-08-23,48.957,-118.024,322.3,POINT (-118.024 48.957000000934),3.0,8
82,2018-08-23,48.957,-118.024,322.3,POINT (-118.024 48.957000000934),3.0,8
100,2018-08-23,48.956,-118.035,322.3,POINT (-118.035 48.956000000934),3.0,8
60,2018-08-22,48.956,-118.034,314.0,POINT (-118.034 48.956000000934),3.0,8
64,2018-08-22,48.956,-118.033,314.0,POINT (-118.033 48.956000000934),3.0,8
62,2018-08-22,48.956,-118.03,313.3,POINT (-118.03 48.956000000934),3.0,8
35,2018-08-24,48.956,-118.024,306.8,POINT (-118.024 48.956000000934),3.0,8
94,2018-08-22,48.956,-118.007,360.2,POINT (-118.007 48.956000000934),3.0,8
100,2018-07-31,48.956,-117.842,323.9,POINT (-117.842 48.956000000934),3.0,7
70,2018-08-21,48.955,-121.459,314.7,POINT (-121.459 48.955000000934),3.0,8
66,2018-08-19,48.955,-121.445,309.6,POINT (-121.445 48.955000000934),3.0,8
22,2018-08-20,48.955,-118.053,301.6,POINT (-118.053 48.955000000934),3.0,8
58,2018-08-22,48.955,-118.032,313.4,POINT (-118.032 48.955000000934),3.0,8
28,2018-08-23,48.955,-118.027,311.7,POINT (-118.027 48.955000000934),3.0,8
40,2018-08-23,48.955,-118.026,311.7,POINT (-118.026 48.955000000934),3.0,8
71,2018-08-22,48.954,-118.057,319.5,POINT (-118.057 48.9540000009341),3.0,8
50,2018-08-16,48.954,-118.034,316.7,POINT (-118.034 48.9540000009341),3.0,8
23,2018-08-20,48.954,-118.013,301.7,POINT (-118.013 48.9540000009341),3.0,8
46,2018-08-01,48.954,-117.853,314.7,POINT (-117.853 48.9540000009341),3.0,8
60,2018-08-01,48.954,-117.85,304.5,POINT (-117.85 48.9540000009341),3.0,8
50,2018-08-19,48.953,-121.459,303.8,POINT (-121.459 48.9530000009341),3.0,8
14,2018-08-22,48.953,-118.037,300.2,POINT (-118.037 48.9530000009341),3.0,8
70,2018-07-30,48.953,-117.872,322.3,POINT (-117.872 48.953000000934),3.0,7
94,2018-08-01,48.952,-117.84,347.4,POINT (-117.84 48.952000000934),3.0,8
71,2018-08-22,48.95,-118.041,319.5,POINT (-118.041 48.9500000009341),3.0,8
75,2018-08-01,48.95,-117.856,323.9,POINT (-117.856 48.9500000009341),3.0,8
95,2018-07-31,48.949,-117.87,317.4,POINT (-117.87 48.9490000009341),3.0,7
68,2018-08-20,48.948,-118.04,309.7,POINT (-118.04 48.9480000009341),3.0,8
84,2018-08-22,48.947,-118.029,331.6,POINT (-118.029 48.9470000009341),3.0,8
66,2018-08-20,48.945,-121.459,307.9,POINT (-121.459 48.9450000009341),3.0,8
58,2018-08-20,48.945,-121.455,304.1,POINT (-121.455 48.9450000009341),3.0,8
43,2018-08-20,48.945,-118.047,303.9,POINT (-118.047 48.9450000009341),3.0,8
79,2018-08-22,48.944,-118.014,331.7,POINT (-118.014 48.9440000009341),3.0,8
94,2018-04-27,48.941,-118.094,345.6,POINT (-118.094 48.9410000009341),3.0,4
61,2018-05-03,48.94,-118.102,305.4,POINT (-118.102 48.9400000009341),3.0,5
100,2018-04-27,48.939,-118.109,370.8,POINT (-118.109 48.9390000009341),3.0,4
71,2018-05-03,48.938,-118.085,311.3,POINT (-118.085 48.9380000009341),3.0,5
55,2018-09-27,48.934,-118.634,304.1,POINT (-118.634 48.9340000009341),3.0,9
86,2018-04-11,48.929,-119.659,329.1,POINT (-119.659 48.9290000009342),3.0,4
58,2018-04-11,48.925,-119.666,314.5,POINT (-119.666 48.9250000009342),3.0,4
50,2018-04-11,48.923,-119.652,311.5,POINT (-119.652 48.9230000009342),3.0,4
65,2018-05-06,48.908,-117.987,308.8,POINT (-117.987 48.9080000009342),3.0,5
34,2018-08-22,48.906,-121.131,301.0,POINT (-121.131 48.9060000009343),3.0,8
76,2018-05-06,48.906,-117.989,319.0,POINT (-117.989 48.9060000009343),3.0,5
40,2018-08-22,48.905,-121.128,306.0,POINT (-121.128 48.9050000009343),3.0,8
67,2018-08-22,48.905,-121.128,306.0,POINT (-121.128 48.9050000009343),3.0,8
64,2018-08-22,48.904,-121.146,305.4,POINT (-121.146 48.9040000009343),3.0,8
29,2018-08-22,48.904,-121.146,305.4,POINT (-121.146 48.9040000009343),3.0,8
34,2018-05-06,48.904,-118.003,308.4,POINT (-118.003 48.9040000009343),3.0,5
80,2018-08-07,48.903,-121.166,310.5,POINT (-121.166 48.9030000009343),3.0,8
57,2018-08-08,48.902,-121.139,317.0,POINT (-121.139 48.9020000009343),3.0,8
100,2018-08-07,48.901,-121.153,337.1,POINT (-121.153 48.9010000009343),3.0,8
83,2018-08-08,48.9,-121.154,332.0,POINT (-121.154 48.9000000009343),3.0,8
65,2018-04-27,48.9,-118.192,315.0,POINT (-118.192 48.9000000009343),3.0,4
63,2018-08-07,48.899,-121.151,312.7,POINT (-121.151 48.8990000009343),3.0,8
68,2018-04-27,48.899,-118.206,314.3,POINT (-118.206 48.8990000009343),3.0,4
77,2018-08-24,48.898,-121.13,309.2,POINT (-121.13 48.8980000009343),3.0,8
65,2018-08-24,48.898,-121.13,309.2,POINT (-121.13 48.8980000009343),3.0,8
100,2018-08-08,48.897,-121.152,368.3,POINT (-121.152 48.8970000009343),3.0,8
91,2018-08-21,48.897,-121.139,340.9,POINT (-121.139 48.8970000009343),3.0,8
51,2018-08-22,48.897,-121.128,307.0,POINT (-121.128 48.8970000009343),3.0,8
70,2018-08-22,48.897,-121.127,307.0,POINT (-121.127 48.8970000009343),3.0,8
44,2018-05-06,48.897,-117.986,313.2,POINT (-117.986 48.8970000009343),3.0,5
71,2018-08-21,48.896,-121.139,316.2,POINT (-121.139 48.8960000009343),3.0,8
100,2018-08-22,48.896,-121.131,322.1,POINT (-121.131 48.8960000009343),3.0,8
100,2018-08-22,48.896,-121.131,322.1,POINT (-121.131 48.8960000009343),3.0,8
45,2018-08-20,48.896,-121.13,305.5,POINT (-121.13 48.8960000009343),3.0,8
29,2018-08-08,48.895,-121.145,300.5,POINT (-121.145 48.8950000009343),3.0,8
100,2018-08-08,48.895,-121.144,368.5,POINT (-121.144 48.8950000009343),3.0,8
89,2018-08-22,48.895,-121.143,315.9,POINT (-121.143 48.8950000009343),3.0,8
92,2018-08-22,48.895,-121.142,315.9,POINT (-121.142 48.8950000009343),3.0,8
86,2018-08-08,48.894,-121.135,335.9,POINT (-121.135 48.8940000009343),3.0,8
55,2018-08-08,48.893,-121.158,303.5,POINT (-121.158 48.8930000009343),3.0,8
56,2018-08-21,48.893,-121.146,303.7,POINT (-121.146 48.8930000009343),3.0,8
30,2018-08-08,48.893,-121.136,313.7,POINT (-121.136 48.8930000009343),3.0,8
81,2018-08-17,48.892,-121.139,310.8,POINT (-121.139 48.8920000009343),3.0,8
87,2018-08-08,48.892,-121.129,336.1,POINT (-121.129 48.8920000009343),3.0,8
71,2018-08-07,48.891,-121.191,307.4,POINT (-121.191 48.8910000009343),3.0,8
100,2018-08-07,48.891,-121.154,324.7,POINT (-121.154 48.8910000009343),3.0,8
96,2018-08-08,48.891,-121.151,351.4,POINT (-121.151 48.8910000009343),3.0,8
72,2018-08-21,48.891,-121.144,316.7,POINT (-121.144 48.8910000009343),3.0,8
40,2018-08-15,48.891,-121.139,301.3,POINT (-121.139 48.8910000009343),3.0,8
53,2018-08-09,48.89,-121.167,310.4,POINT (-121.167 48.8900000009343),3.0,8
34,2018-08-17,48.89,-121.14,305.3,POINT (-121.14 48.8900000009343),3.0,8
76,2018-08-08,48.889,-121.166,325.5,POINT (-121.166 48.8890000009343),3.0,8
62,2018-08-17,48.888,-121.141,311.1,POINT (-121.141 48.8880000009343),3.0,8
86,2018-11-07,48.887,-122.26,328.5,POINT (-122.26 48.8870000009343),3.0,11
57,2018-08-09,48.886,-121.163,311.6,POINT (-121.163 48.8860000009344),3.0,8
84,2018-11-07,48.885,-122.245,325.5,POINT (-122.245 48.8850000009344),3.0,11
59,2018-07-11,48.884,-122.737,310.6,POINT (-122.737 48.8840000009344),3.0,7
66,2018-06-23,48.883,-122.733,310.7,POINT (-122.733 48.8830000009344),3.0,6
37,2018-06-23,48.883,-122.733,310.7,POINT (-122.733 48.8830000009344),3.0,6
34,2018-06-19,48.882,-122.731,311.4,POINT (-122.731 48.8820000009344),3.0,6
86,2018-11-07,48.88,-122.253,329.4,POINT (-122.253 48.8800000009344),3.0,11
97,2018-10-29,48.868,-118.359,352.2,POINT (-118.359 48.8680000009344),3.0,10
99,2018-10-29,48.868,-118.354,359.5,POINT (-118.354 48.8680000009344),3.0,10
89,2018-10-29,48.865,-118.344,346.8,POINT (-118.344 48.8650000009345),3.0,10
56,2018-10-29,48.86,-118.351,311.8,POINT (-118.351 48.8600000009345),3.0,10
80,2018-11-08,48.843,-118.353,319.8,POINT (-118.353 48.8430000009346),3.0,11
50,2018-10-15,48.842,-118.754,302.0,POINT (-118.754 48.8420000009345),3.0,10
53,2018-10-15,48.841,-118.751,302.6,POINT (-118.751 48.8410000009346),3.0,10
66,2018-10-15,48.839,-118.765,307.8,POINT (-118.765 48.8390000009346),3.0,10
59,2018-08-17,48.835,-120.747,304.3,POINT (-120.747 48.8350000009346),3.0,8
58,2018-08-24,48.829,-120.73,304.1,POINT (-120.73 48.8290000009346),3.0,8
62,2018-08-24,48.827,-120.743,304.9,POINT (-120.743 48.8270000009346),3.0,8
53,2018-08-17,48.823,-120.743,310.5,POINT (-120.743 48.8230000009346),3.0,8
70,2018-08-12,48.817,-118.796,307.0,POINT (-118.796 48.8170000009347),3.0,8
6,2018-08-12,48.814,-118.814,300.0,POINT (-118.814 48.8140000009347),3.0,8
48,2018-08-12,48.811,-118.798,302.2,POINT (-118.798 48.8110000009347),3.0,8
78,2018-08-17,48.806,-119.779,321.1,POINT (-119.779 48.8060000009347),3.0,8
54,2018-08-17,48.804,-119.777,309.9,POINT (-119.777 48.8040000009347),3.0,8
78,2018-08-17,48.802,-119.791,323.2,POINT (-119.791 48.8020000009347),3.0,8
72,2018-08-17,48.797,-119.782,316.3,POINT (-119.782 48.7970000009347),3.0,8
85,2018-07-13,48.797,-118.594,333.6,POINT (-118.594 48.7970000009347),3.0,7
52,2018-12-07,48.787,-117.431,311.9,POINT (-117.431 48.7870000009348),3.0,12
35,2018-04-24,48.782,-119.651,300.7,POINT (-119.651 48.7820000009348),3.0,4
78,2018-11-12,48.781,-118.757,309.8,POINT (-118.757 48.7810000009348),3.0,11
49,2018-04-24,48.778,-119.667,303.1,POINT (-119.667 48.7780000009348),3.0,4
49,2018-12-07,48.774,-117.437,316.5,POINT (-117.437 48.7740000009349),3.0,12
67,2018-05-15,48.768,-119.652,321.0,POINT (-119.652 48.7680000009349),3.0,5
85,2018-05-15,48.764,-119.66,332.3,POINT (-119.66 48.7640000009349),3.0,5
84,2018-04-25,48.762,-117.598,326.4,POINT (-117.598 48.7620000009349),3.0,4
80,2018-04-25,48.761,-117.597,326.4,POINT (-117.597 48.7610000009349),3.0,4
79,2018-04-25,48.761,-117.591,319.1,POINT (-117.591 48.7610000009349),3.0,4
71,2018-04-25,48.761,-117.591,319.1,POINT (-117.591 48.7610000009349),3.0,4
