CONF,DATE,LAT,LONG,TEMP,geometry,state,Month
100,2016-08-22,48.865,-117.63,327.4,POINT (-117.63 48.8650000009345),3.0,8
100,2016-08-22,48.865,-117.63,327.4,POINT (-117.63 48.8650000009345),3.0,8
54,2016-08-21,48.855,-117.64,328.4,POINT (-117.64 48.8550000009345),3.0,8
72,2016-11-28,48.829,-119.14,330.0,POINT (-119.14 48.8290000009346),3.0,11
59,2016-04-15,48.807,-117.658,305.5,POINT (-117.658 48.8070000009347),3.0,4
90,2016-09-21,48.778,-119.249,341.0,POINT (-119.249 48.7780000009348),3.0,9
50,2016-09-21,48.776,-119.262,312.7,POINT (-119.262 48.7760000009349),3.0,9
56,2016-09-14,48.757,-118.803,308.2,POINT (-118.803 48.7570000009349),3.0,9
39,2016-04-11,48.754,-117.633,307.6,POINT (-117.633 48.7540000009349),3.0,4
84,2016-04-09,48.753,-117.639,325.9,POINT (-117.639 48.7530000009349),3.0,4
68,2016-09-14,48.75,-118.82,310.7,POINT (-118.82 48.750000000935),3.0,9
93,2016-09-14,48.748,-118.806,342.9,POINT (-118.806 48.748000000935),3.0,9
100,2016-09-14,48.748,-118.803,361.3,POINT (-118.803 48.748000000935),3.0,9
95,2016-09-14,48.746,-118.816,348.8,POINT (-118.816 48.746000000935),3.0,9
84,2016-09-26,48.741,-118.827,327.9,POINT (-118.827 48.741000000935),3.0,9
80,2016-09-26,48.739,-118.846,322.3,POINT (-118.846 48.739000000935),3.0,9
31,2016-09-27,48.733,-118.589,310.2,POINT (-118.589 48.733000000935),3.0,9
36,2016-09-26,48.731,-118.824,309.1,POINT (-118.824 48.731000000935),3.0,9
64,2016-07-31,48.724,-119.542,333.9,POINT (-119.542 48.7240000009351),3.0,7
0,2016-07-29,48.701,-118.077,314.9,POINT (-118.077 48.7010000009352),3.0,7
86,2016-10-25,48.687,-117.656,334.8,POINT (-117.656 48.6870000009352),3.0,10
66,2016-10-25,48.685,-117.669,318.5,POINT (-117.669 48.6850000009352),3.0,10
72,2016-03-31,48.674,-119.154,312.0,POINT (-119.154 48.6740000009353),3.0,3
67,2016-03-31,48.672,-119.168,308.5,POINT (-119.168 48.6720000009353),3.0,3
100,2016-10-21,48.649,-118.205,322.2,POINT (-118.205 48.6490000009354),3.0,10
61,2016-05-13,48.641,-120.231,305.1,POINT (-120.231 48.6410000009354),3.0,5
54,2016-04-20,48.632,-120.202,306.5,POINT (-120.202 48.6320000009355),3.0,4
92,2016-04-21,48.627,-120.202,341.4,POINT (-120.202 48.6270000009355),3.0,4
34,2016-11-03,48.626,-117.319,310.2,POINT (-117.319 48.6260000009355),3.0,11
59,2016-04-21,48.62,-120.185,316.1,POINT (-120.185 48.6200000009355),3.0,4
79,2016-04-21,48.618,-120.199,322.9,POINT (-120.199 48.6180000009355),3.0,4
94,2016-04-28,48.614,-120.188,368.9,POINT (-120.188 48.6140000009355),3.0,4
91,2016-04-28,48.612,-120.203,342.3,POINT (-120.203 48.6120000009356),3.0,4
72,2016-10-25,48.609,-118.963,320.1,POINT (-118.963 48.6090000009356),3.0,10
19,2016-04-09,48.605,-118.972,300.2,POINT (-118.972 48.6050000009356),3.0,4
50,2016-09-22,48.588,-120.364,313.2,POINT (-120.364 48.5880000009357),3.0,9
0,2016-06-30,48.586,-118.148,320.3,POINT (-118.148 48.5860000009357),3.0,6
47,2016-06-28,48.585,-118.149,323.5,POINT (-118.149 48.5850000009357),3.0,6
82,2016-09-14,48.565,-118.406,326.6,POINT (-118.406 48.5650000009357),3.0,9
89,2016-09-14,48.564,-118.41,335.9,POINT (-118.41 48.5640000009357),3.0,9
87,2016-09-01,48.564,-117.104,313.4,POINT (-117.104 48.5640000009357),3.0,9
62,2016-09-14,48.563,-118.42,310.4,POINT (-118.42 48.5630000009358),3.0,9
76,2016-09-14,48.562,-118.396,317.3,POINT (-118.396 48.5620000009358),3.0,9
74,2016-04-20,48.561,-117.275,316.0,POINT (-117.275 48.5610000009358),3.0,4
52,2016-08-29,48.559,-117.095,307.5,POINT (-117.095 48.5590000009358),3.0,8
38,2016-08-29,48.558,-117.102,310.9,POINT (-117.102 48.5580000009358),3.0,8
32,2016-09-14,48.556,-118.412,306.0,POINT (-118.412 48.5560000009358),3.0,9
73,2016-09-16,48.555,-117.106,315.5,POINT (-117.106 48.5550000009358),3.0,9
62,2016-04-19,48.553,-117.251,310.8,POINT (-117.251 48.5530000009358),3.0,4
94,2016-04-19,48.552,-117.272,346.7,POINT (-117.272 48.5520000009358),3.0,4
85,2016-04-19,48.552,-117.258,330.3,POINT (-117.258 48.5520000009358),3.0,4
60,2016-11-08,48.551,-118.85,313.9,POINT (-118.85 48.5510000009358),3.0,11
41,2016-09-20,48.55,-120.306,306.1,POINT (-120.306 48.5500000009358),3.0,9
87,2016-04-19,48.55,-117.278,333.7,POINT (-117.278 48.5500000009358),3.0,4
58,2016-08-29,48.549,-117.099,313.5,POINT (-117.099 48.5490000009358),3.0,8
61,2016-09-19,48.544,-120.289,305.4,POINT (-120.289 48.5440000009358),3.0,9
86,2016-05-18,48.513,-117.356,330.7,POINT (-117.356 48.513000000936),3.0,5
40,2016-06-30,48.445,-117.188,317.5,POINT (-117.188 48.4450000009362),3.0,6
25,2016-03-04,48.4,-119.56,302.2,POINT (-119.56 48.4000000009364),3.0,3
81,2016-03-04,48.397,-119.567,322.1,POINT (-119.567 48.3970000009364),3.0,3
19,2016-03-31,48.38,-117.303,300.4,POINT (-117.303 48.3800000009365),3.0,3
73,2016-05-06,48.34,-118.557,313.9,POINT (-118.557 48.3400000009367),3.0,5
47,2016-05-06,48.338,-118.544,302.8,POINT (-118.544 48.3380000009367),3.0,5
76,2016-05-06,48.338,-118.536,317.3,POINT (-118.536 48.3380000009367),3.0,5
51,2016-08-11,48.33,-120.26,314.9,POINT (-120.26 48.3300000009367),3.0,8
86,2016-08-18,48.324,-118.195,312.8,POINT (-118.195 48.3240000009367),3.0,8
73,2016-04-18,48.306,-117.427,315.8,POINT (-117.427 48.3060000009368),3.0,4
60,2016-04-18,48.303,-117.442,308.4,POINT (-117.442 48.3030000009368),3.0,4
63,2016-05-13,48.302,-121.971,305.1,POINT (-121.971 48.3020000009368),3.0,5
89,2016-05-13,48.294,-121.969,314.4,POINT (-121.969 48.2940000009368),3.0,5
85,2016-05-13,48.293,-121.971,314.4,POINT (-121.971 48.2930000009368),3.0,5
92,2016-05-13,48.291,-121.974,315.8,POINT (-121.974 48.2910000009368),3.0,5
55,2016-05-13,48.288,-121.965,303.4,POINT (-121.965 48.2880000009368),3.0,5
33,2016-10-17,48.254,-124.444,310.4,POINT (-124.444 48.254000000937),3.0,10
77,2016-03-29,48.242,-120.085,316.7,POINT (-120.085 48.242000000937),3.0,3
17,2016-09-21,48.239,-118.109,302.8,POINT (-118.109 48.239000000937),3.0,9
79,2016-03-29,48.238,-120.084,319.4,POINT (-120.084 48.238000000937),3.0,3
41,2016-03-29,48.236,-120.071,303.2,POINT (-120.071 48.236000000937),3.0,3
74,2016-09-14,48.212,-117.649,323.3,POINT (-117.649 48.2120000009371),3.0,9
40,2016-06-06,48.203,-117.3,319.7,POINT (-117.3 48.2030000009372),3.0,6
71,2016-06-06,48.201,-117.305,325.0,POINT (-117.305 48.2010000009372),3.0,6
73,2016-06-06,48.198,-117.295,321.1,POINT (-117.295 48.1980000009372),3.0,6
73,2016-06-06,48.195,-117.302,320.8,POINT (-117.302 48.1950000009372),3.0,6
58,2016-11-28,48.193,-120.025,313.4,POINT (-120.025 48.1930000009372),3.0,11
59,2016-10-21,48.175,-124.375,308.2,POINT (-124.375 48.1750000009373),3.0,10
94,2016-08-02,48.156,-118.265,365.9,POINT (-118.265 48.1560000009373),3.0,8
86,2016-08-02,48.154,-118.283,333.7,POINT (-118.283 48.1540000009374),3.0,8
42,2016-04-21,48.139,-120.121,301.6,POINT (-120.121 48.1390000009374),3.0,4
40,2016-08-26,48.125,-120.871,316.1,POINT (-120.871 48.1250000009375),3.0,8
82,2016-08-26,48.124,-120.926,325.7,POINT (-120.926 48.1240000009375),3.0,8
52,2016-09-15,48.124,-120.909,302.8,POINT (-120.909 48.1240000009375),3.0,9
62,2016-08-31,48.122,-120.928,304.9,POINT (-120.928 48.1220000009375),3.0,8
52,2016-08-19,48.122,-120.869,310.4,POINT (-120.869 48.1220000009375),3.0,8
35,2016-08-31,48.119,-120.906,306.3,POINT (-120.906 48.1190000009375),3.0,8
67,2016-09-21,48.118,-122.325,311.3,POINT (-122.325 48.1180000009375),3.0,9
61,2016-09-15,48.118,-120.911,310.3,POINT (-120.911 48.1180000009375),3.0,9
90,2016-08-26,48.117,-120.913,338.1,POINT (-120.913 48.1170000009375),3.0,8
72,2016-08-19,48.117,-120.864,311.8,POINT (-120.864 48.1170000009375),3.0,8
99,2016-08-19,48.117,-120.854,319.6,POINT (-120.854 48.1170000009375),3.0,8
74,2016-09-21,48.116,-122.318,313.7,POINT (-122.318 48.1160000009375),3.0,9
70,2016-08-26,48.116,-120.903,318.4,POINT (-120.903 48.1160000009375),3.0,8
100,2016-08-31,48.116,-120.898,320.6,POINT (-120.898 48.1160000009375),3.0,8
57,2016-08-02,48.116,-120.885,303.7,POINT (-120.885 48.1160000009375),3.0,8
62,2016-08-27,48.115,-120.891,310.1,POINT (-120.891 48.1150000009375),3.0,8
80,2016-08-19,48.115,-120.879,310.6,POINT (-120.879 48.1150000009375),3.0,8
72,2016-08-19,48.114,-120.858,321.5,POINT (-120.858 48.1140000009375),3.0,8
30,2016-08-20,48.114,-120.854,302.2,POINT (-120.854 48.1140000009375),3.0,8
81,2016-08-26,48.113,-120.885,328.0,POINT (-120.885 48.1130000009375),3.0,8
73,2016-08-19,48.113,-120.866,318.5,POINT (-120.866 48.1130000009375),3.0,8
17,2016-08-21,48.113,-120.85,300.5,POINT (-120.85 48.1130000009375),3.0,8
54,2016-08-19,48.112,-120.842,308.7,POINT (-120.842 48.1120000009375),3.0,8
71,2016-08-05,48.111,-120.889,316.8,POINT (-120.889 48.1110000009375),3.0,8
100,2016-08-31,48.11,-120.923,332.0,POINT (-120.923 48.1100000009375),3.0,8
49,2016-08-30,48.11,-120.904,302.8,POINT (-120.904 48.1100000009375),3.0,8
73,2016-08-05,48.11,-120.897,317.3,POINT (-120.897 48.1100000009375),3.0,8
44,2016-08-21,48.11,-120.863,303.8,POINT (-120.863 48.1100000009375),3.0,8
41,2016-08-29,48.109,-120.896,314.7,POINT (-120.896 48.1090000009375),3.0,8
58,2016-08-27,48.109,-120.882,310.7,POINT (-120.882 48.1090000009375),3.0,8
78,2016-08-19,48.109,-120.859,324.6,POINT (-120.859 48.1090000009375),3.0,8
38,2016-08-19,48.109,-120.823,310.7,POINT (-120.823 48.1090000009375),3.0,8
75,2016-08-25,48.108,-120.898,361.9,POINT (-120.898 48.1080000009375),3.0,8
64,2016-08-27,48.108,-120.891,320.9,POINT (-120.891 48.1080000009375),3.0,8
20,2016-08-21,48.108,-120.88,301.9,POINT (-120.88 48.1080000009375),3.0,8
35,2016-08-18,48.108,-120.873,312.5,POINT (-120.873 48.1080000009375),3.0,8
81,2016-08-20,48.108,-120.858,328.0,POINT (-120.858 48.1080000009375),3.0,8
78,2016-08-26,48.106,-120.914,325.0,POINT (-120.914 48.1060000009375),3.0,8
89,2016-08-31,48.106,-120.904,314.5,POINT (-120.904 48.1060000009375),3.0,8
69,2016-08-18,48.106,-120.886,318.6,POINT (-120.886 48.1060000009375),3.0,8
35,2016-08-18,48.106,-120.883,300.9,POINT (-120.883 48.1060000009375),3.0,8
75,2016-08-20,48.106,-120.872,324.1,POINT (-120.872 48.1060000009375),3.0,8
79,2016-08-21,48.106,-120.867,310.1,POINT (-120.867 48.1060000009375),3.0,8
35,2016-08-23,48.105,-120.875,300.9,POINT (-120.875 48.1050000009375),3.0,8
32,2016-08-19,48.105,-120.872,308.3,POINT (-120.872 48.1050000009375),3.0,8
64,2016-08-19,48.105,-120.866,309.4,POINT (-120.866 48.1050000009375),3.0,8
61,2016-08-31,48.105,-120.866,304.7,POINT (-120.866 48.1050000009375),3.0,8
43,2016-08-31,48.104,-120.907,306.3,POINT (-120.907 48.1040000009375),3.0,8
100,2016-08-31,48.104,-120.893,368.0,POINT (-120.893 48.1040000009375),3.0,8
100,2016-08-21,48.104,-120.853,323.2,POINT (-120.853 48.1040000009375),3.0,8
100,2016-08-19,48.104,-120.85,351.2,POINT (-120.85 48.1040000009375),3.0,8
78,2016-07-31,48.103,-120.891,324.5,POINT (-120.891 48.1030000009375),3.0,7
85,2016-08-04,48.103,-120.887,333.3,POINT (-120.887 48.1030000009375),3.0,8
100,2016-08-19,48.103,-120.876,326.6,POINT (-120.876 48.1030000009375),3.0,8
60,2016-08-27,48.102,-120.877,306.3,POINT (-120.877 48.1020000009375),3.0,8
64,2016-08-31,48.102,-120.872,305.3,POINT (-120.872 48.1020000009375),3.0,8
64,2016-08-23,48.102,-120.866,309.0,POINT (-120.866 48.1020000009375),3.0,8
100,2016-08-19,48.102,-120.848,387.6,POINT (-120.848 48.1020000009375),3.0,8
73,2016-08-26,48.101,-120.916,317.3,POINT (-120.916 48.1010000009375),3.0,8
54,2016-08-20,48.101,-120.852,323.9,POINT (-120.852 48.1010000009375),3.0,8
100,2016-08-21,48.101,-120.837,323.7,POINT (-120.837 48.1010000009375),3.0,8
100,2016-08-31,48.1,-120.913,337.1,POINT (-120.913 48.1000000009375),3.0,8
34,2016-08-19,48.1,-120.875,300.8,POINT (-120.875 48.1000000009375),3.0,8
48,2016-08-22,48.1,-120.868,313.1,POINT (-120.868 48.1000000009375),3.0,8
68,2016-08-20,48.1,-120.855,328.3,POINT (-120.855 48.1000000009375),3.0,8
43,2016-08-19,48.1,-120.822,311.8,POINT (-120.822 48.1000000009375),3.0,8
77,2016-08-18,48.099,-120.87,326.4,POINT (-120.87 48.0990000009376),3.0,8
54,2016-08-23,48.099,-120.867,308.9,POINT (-120.867 48.0990000009376),3.0,8
94,2016-08-21,48.099,-120.859,317.8,POINT (-120.859 48.0990000009376),3.0,8
57,2016-08-20,48.099,-120.857,303.8,POINT (-120.857 48.0990000009376),3.0,8
21,2016-08-20,48.099,-120.839,320.6,POINT (-120.839 48.0990000009376),3.0,8
73,2016-08-19,48.098,-120.852,320.5,POINT (-120.852 48.0980000009376),3.0,8
64,2016-08-20,48.097,-120.869,325.6,POINT (-120.869 48.0970000009376),3.0,8
80,2016-08-23,48.097,-120.859,312.7,POINT (-120.859 48.0970000009376),3.0,8
26,2016-08-20,48.097,-120.835,305.3,POINT (-120.835 48.0970000009376),3.0,8
100,2016-08-19,48.097,-120.826,342.4,POINT (-120.826 48.0970000009376),3.0,8
97,2016-08-23,48.095,-120.873,318.6,POINT (-120.873 48.0950000009376),3.0,8
28,2016-08-24,48.095,-120.84,310.4,POINT (-120.84 48.0950000009376),3.0,8
51,2016-08-21,48.095,-120.831,314.0,POINT (-120.831 48.0950000009376),3.0,8
74,2016-08-19,48.094,-120.857,321.4,POINT (-120.857 48.0940000009376),3.0,8
98,2016-08-21,48.094,-120.855,318.8,POINT (-120.855 48.0940000009376),3.0,8
13,2016-08-20,48.094,-120.848,301.9,POINT (-120.848 48.0940000009376),3.0,8
74,2016-08-20,48.093,-120.839,321.2,POINT (-120.839 48.0930000009376),3.0,8
35,2016-08-19,48.093,-120.829,310.0,POINT (-120.829 48.0930000009376),3.0,8
100,2016-08-21,48.092,-120.841,331.1,POINT (-120.841 48.0920000009376),3.0,8
86,2016-08-20,48.091,-120.852,334.3,POINT (-120.852 48.0910000009376),3.0,8
79,2016-08-21,48.091,-120.849,333.5,POINT (-120.849 48.0910000009376),3.0,8
36,2016-08-29,48.091,-120.847,313.0,POINT (-120.847 48.0910000009376),3.0,8
50,2016-08-21,48.089,-120.852,327.9,POINT (-120.852 48.0890000009376),3.0,8
21,2016-08-21,48.089,-120.825,300.9,POINT (-120.825 48.0890000009376),3.0,8
62,2016-09-15,48.087,-120.849,304.9,POINT (-120.849 48.0870000009376),3.0,9
26,2016-08-29,48.086,-120.858,313.6,POINT (-120.858 48.0860000009376),3.0,8
64,2016-09-14,48.086,-120.835,312.2,POINT (-120.835 48.0860000009376),3.0,9
55,2016-08-21,48.085,-120.843,312.7,POINT (-120.843 48.0850000009376),3.0,8
71,2016-08-24,48.085,-120.839,319.4,POINT (-120.839 48.0850000009376),3.0,8
67,2016-09-14,48.084,-120.849,312.9,POINT (-120.849 48.0840000009376),3.0,9
80,2016-08-21,48.084,-120.836,327.4,POINT (-120.836 48.0840000009376),3.0,8
26,2016-09-14,48.083,-120.841,306.0,POINT (-120.841 48.0830000009376),3.0,9
60,2016-09-14,48.079,-120.841,314.9,POINT (-120.841 48.0790000009376),3.0,9
39,2016-09-13,48.078,-120.855,300.5,POINT (-120.855 48.0780000009376),3.0,9
39,2016-09-13,48.077,-120.858,300.6,POINT (-120.858 48.0770000009376),3.0,9
22,2016-07-15,48.07,-119.838,300.2,POINT (-119.838 48.0700000009377),3.0,7
32,2016-08-11,48.053,-117.342,312.7,POINT (-117.342 48.0530000009377),3.0,8
38,2016-11-04,48.045,-118.061,310.4,POINT (-118.061 48.0450000009377),3.0,11
38,2016-11-04,48.041,-118.043,310.4,POINT (-118.043 48.0410000009378),3.0,11
63,2016-11-04,48.038,-118.031,315.0,POINT (-118.031 48.0380000009378),3.0,11
63,2016-11-04,48.034,-118.016,315.0,POINT (-118.016 48.0340000009378),3.0,11
69,2016-11-03,48.028,-118.084,310.1,POINT (-118.084 48.0280000009378),3.0,11
79,2016-11-10,48.024,-118.02,325.4,POINT (-118.02 48.0240000009378),3.0,11
94,2016-11-10,48.022,-118.033,347.0,POINT (-118.033 48.0220000009378),3.0,11
69,2016-07-10,48.017,-118.142,310.0,POINT (-118.142 48.0170000009379),3.0,7
45,2016-08-27,48.005,-120.997,302.1,POINT (-120.997 48.0050000009379),3.0,8
68,2016-05-17,48.005,-118.525,308.9,POINT (-118.525 48.0050000009379),3.0,5
59,2016-05-17,48.004,-118.561,306.7,POINT (-118.561 48.0040000009379),3.0,5
57,2016-04-20,48.003,-118.451,310.2,POINT (-118.451 48.0030000009379),3.0,4
75,2016-04-20,48.002,-118.458,318.6,POINT (-118.458 48.0020000009379),3.0,4
86,2016-08-29,48.0,-120.992,334.1,POINT (-120.992 48.0000000009379),3.0,8
67,2016-04-20,47.999,-118.44,313.5,POINT (-118.44 47.9990000009379),3.0,4
38,2016-08-29,47.998,-121.001,312.4,POINT (-121.001 47.9980000009379),3.0,8
50,2016-08-27,47.998,-120.98,305.3,POINT (-120.98 47.9980000009379),3.0,8
99,2016-08-27,47.995,-120.995,319.6,POINT (-120.995 47.9950000009379),3.0,8
76,2016-05-17,47.992,-118.529,316.1,POINT (-118.529 47.9920000009379),3.0,5
41,2016-08-29,47.991,-120.996,311.9,POINT (-120.996 47.9910000009379),3.0,8
57,2016-09-12,47.991,-118.951,319.6,POINT (-118.951 47.9910000009379),3.0,9
25,2016-08-29,47.988,-120.999,310.6,POINT (-120.999 47.988000000938),3.0,8
46,2016-09-29,47.988,-120.312,304.1,POINT (-120.312 47.988000000938),3.0,9
100,2016-07-30,47.981,-120.134,343.0,POINT (-120.134 47.9810000009379),3.0,7
38,2016-09-12,47.979,-118.951,305.9,POINT (-118.951 47.979000000938),3.0,9
36,2016-09-29,47.976,-120.306,300.5,POINT (-120.306 47.976000000938),3.0,9
67,2016-05-04,47.976,-117.969,311.7,POINT (-117.969 47.976000000938),3.0,5
100,2016-07-30,47.974,-120.162,354.0,POINT (-120.162 47.974000000938),3.0,7
50,2016-05-02,47.968,-118.177,315.8,POINT (-118.177 47.968000000938),3.0,5
22,2016-08-19,47.967,-123.449,300.2,POINT (-123.449 47.967000000938),3.0,8
54,2016-04-11,47.967,-118.175,307.5,POINT (-118.175 47.967000000938),3.0,4
45,2016-04-27,47.966,-118.451,310.8,POINT (-118.451 47.966000000938),3.0,4
63,2016-04-19,47.966,-118.162,316.9,POINT (-118.162 47.966000000938),3.0,4
73,2016-04-27,47.965,-118.46,313.1,POINT (-118.46 47.965000000938),3.0,4
75,2016-04-19,47.964,-118.18,322.0,POINT (-118.18 47.964000000938),3.0,4
100,2016-09-12,47.962,-118.945,335.3,POINT (-118.945 47.962000000938),3.0,9
76,2016-04-27,47.961,-118.48,320.5,POINT (-118.48 47.961000000938),3.0,4
74,2016-08-18,47.96,-123.448,319.3,POINT (-123.448 47.960000000938),3.0,8
42,2016-09-12,47.959,-118.958,319.8,POINT (-118.958 47.959000000938),3.0,9
83,2016-04-27,47.958,-118.471,349.0,POINT (-118.471 47.958000000938),3.0,4
77,2016-04-27,47.957,-118.455,325.1,POINT (-118.455 47.9570000009381),3.0,4
68,2016-05-02,47.954,-118.471,317.8,POINT (-118.471 47.9540000009381),3.0,5
80,2016-05-02,47.953,-118.458,327.4,POINT (-118.458 47.9530000009381),3.0,5
39,2016-04-28,47.952,-118.47,315.5,POINT (-118.47 47.9520000009381),3.0,4
76,2016-04-19,47.951,-120.258,320.6,POINT (-120.258 47.9510000009381),3.0,4
93,2016-04-27,47.951,-118.475,344.0,POINT (-118.475 47.9510000009381),3.0,4
63,2016-05-02,47.951,-118.457,317.7,POINT (-118.457 47.9510000009381),3.0,5
78,2016-04-19,47.949,-120.273,322.9,POINT (-120.273 47.9490000009381),3.0,4
90,2016-05-02,47.949,-118.47,340.2,POINT (-118.47 47.9490000009381),3.0,5
16,2016-05-03,47.938,-118.449,303.8,POINT (-118.449 47.9380000009381),3.0,5
55,2016-08-15,47.934,-117.369,320.8,POINT (-117.369 47.9340000009381),3.0,8
52,2016-05-10,47.933,-118.421,309.8,POINT (-118.421 47.9330000009381),3.0,5
78,2016-05-11,47.927,-118.448,322.0,POINT (-118.448 47.9270000009382),3.0,5
87,2016-05-11,47.925,-118.44,343.0,POINT (-118.44 47.9250000009382),3.0,5
47,2016-07-03,47.919,-118.336,327.6,POINT (-118.336 47.9190000009382),3.0,7
98,2016-07-03,47.915,-118.334,356.5,POINT (-118.334 47.9150000009382),3.0,7
70,2016-07-03,47.913,-118.319,327.7,POINT (-118.319 47.9130000009382),3.0,7
87,2016-05-16,47.912,-118.42,360.1,POINT (-118.42 47.9120000009382),3.0,5
74,2016-09-28,47.911,-118.294,321.8,POINT (-118.294 47.9110000009382),3.0,9
57,2016-06-09,47.885,-117.347,311.6,POINT (-117.347 47.8850000009383),3.0,6
70,2016-06-04,47.88,-120.7,320.8,POINT (-120.7 47.8800000009383),3.0,6
67,2016-08-24,47.88,-118.008,306.0,POINT (-118.008 47.8800000009383),3.0,8
62,2016-08-23,47.879,-118.089,322.9,POINT (-118.089 47.8790000009383),3.0,8
65,2016-06-04,47.878,-120.721,318.2,POINT (-120.721 47.8780000009383),3.0,6
66,2016-08-24,47.878,-118.017,332.8,POINT (-118.017 47.8780000009383),3.0,8
56,2016-06-05,47.876,-120.708,312.9,POINT (-120.708 47.8760000009383),3.0,6
61,2016-08-24,47.875,-118.03,304.6,POINT (-118.03 47.8750000009383),3.0,8
56,2016-08-23,47.874,-118.106,303.6,POINT (-118.106 47.8740000009383),3.0,8
42,2016-08-23,47.874,-118.098,325.4,POINT (-118.098 47.8740000009383),3.0,8
81,2016-08-24,47.872,-118.123,331.9,POINT (-118.123 47.8720000009383),3.0,8
73,2016-08-23,47.872,-118.087,308.0,POINT (-118.087 47.8720000009383),3.0,8
74,2016-08-23,47.871,-118.106,311.1,POINT (-118.106 47.8710000009383),3.0,8
80,2016-08-24,47.87,-118.022,335.6,POINT (-118.022 47.8700000009383),3.0,8
54,2016-08-24,47.869,-118.019,332.7,POINT (-118.019 47.8690000009383),3.0,8
77,2016-08-23,47.868,-118.1,309.3,POINT (-118.1 47.8680000009384),3.0,8
72,2016-08-22,47.868,-118.053,324.5,POINT (-118.053 47.8680000009384),3.0,8
